,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
896,20,3,70.0,7000,4,5,1,1,5,4,1961,1961,3,14,14,2.0,0.0,3,5,3.0,1.0,6.0,781.0,369.0,1150.0,3,0,1150,0.0,1,0,3,3,0,0.0,5.0,2.0,288.0,0,0,7,2006,146000
897,60,3,59.0,11228,2,3,10,2,7,5,1993,1993,5,3,3,2.0,0.0,4,4,4.0,1.0,4.0,50.0,499.0,1080.0,5,1017,2097,0.0,2,1,3,4,1,3.0,5.0,1.0,678.0,196,187,12,2008,228000
898,20,3,80.0,8000,4,5,1,1,5,6,1959,1959,5,14,2,2.0,0.0,3,4,3.0,1.0,4.0,476.0,292.0,1256.0,4,0,1256,1.0,1,1,3,4,0,0.0,5.0,2.0,311.0,0,240,5,2008,159000
899,60,6,84.0,10728,4,5,5,2,8,5,2006,2006,5,3,3,2.0,0.0,4,4,4.0,2.0,1.0,0.0,1095.0,1095.0,4,844,1939,0.0,2,1,3,4,1,4.0,5.0,2.0,1053.0,192,51,8,2006,266000
900,50,1,50.0,6000,4,5,3,3,5,7,1924,1950,5,9,9,4.0,145.0,3,4,3.0,1.0,1.0,0.0,816.0,816.0,5,750,1566,0.0,1,1,5,4,0,0.0,1.0,1.0,450.0,24,0,8,2006,139000
901,190,3,56.0,6931,4,5,4,1,4,5,1955,1955,3,2,2,2.0,0.0,3,5,3.0,3.0,5.0,784.0,0.0,784.0,3,0,784,1.0,1,0,2,3,0,0.0,0.0,0.0,0.0,112,0,5,2008,91900
902,20,3,73.0,8760,4,5,2,1,8,5,2006,2006,5,3,3,4.0,132.0,4,4,4.0,1.0,6.0,36.0,1453.0,1489.0,5,0,1500,0.0,2,0,3,4,1,4.0,5.0,2.0,674.0,144,38,6,2007,212999
903,20,3,98.0,16033,3,2,6,1,9,5,2004,2005,3,3,3,4.0,378.0,4,4,5.0,4.0,6.0,1261.0,572.0,1833.0,5,0,1850,1.0,2,0,3,4,1,4.0,5.0,3.0,772.0,519,112,3,2006,326000
904,60,3,80.0,9024,3,5,7,2,6,5,2004,2004,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,789.0,789.0,5,702,1515,0.0,2,1,3,4,1,4.0,5.0,3.0,393.0,0,75,7,2008,179000
905,20,3,74.0,11563,3,5,16,1,8,5,2006,2007,3,3,3,1.0,258.0,4,4,5.0,4.0,6.0,1036.0,482.0,1518.0,5,0,1537,1.0,2,0,3,4,0,0.0,5.0,3.0,788.0,0,26,4,2008,294000
906,160,1,21.0,1680,4,5,22,2,6,6,1972,1972,5,11,11,4.0,425.0,3,5,3.0,1.0,3.0,110.0,79.0,483.0,3,504,987,1.0,1,1,2,3,0,0.0,1.0,1.0,288.0,0,0,7,2009,97000
907,60,3,73.0,8760,4,5,2,2,7,5,2006,2006,5,3,3,2.0,0.0,4,4,4.0,2.0,6.0,464.0,927.0,1391.0,5,571,1962,0.0,2,1,3,4,0,0.0,5.0,2.0,868.0,0,90,8,2006,239799
908,20,3,80.0,9600,4,5,1,1,5,6,1961,1990,5,1,1,2.0,0.0,3,5,3.0,2.0,4.0,915.0,336.0,1251.0,3,0,1433,1.0,1,0,3,3,1,4.0,5.0,1.0,441.0,144,0,6,2006,161000
909,120,1,37.0,4435,4,5,2,1,6,5,2003,2003,5,3,3,4.0,170.0,4,4,4.0,3.0,6.0,686.0,162.0,848.0,5,0,848,1.0,1,0,1,4,0,0.0,5.0,3.0,420.0,140,0,3,2008,136500
910,160,1,21.0,1680,4,5,22,2,6,8,1972,2007,5,11,11,4.0,510.0,3,5,3.0,1.0,5.0,162.0,321.0,483.0,4,504,987,0.0,1,1,2,4,0,0.0,1.0,1.0,264.0,250,0,5,2009,118000
911,20,3,69.0,7599,4,4,11,1,4,6,1982,2006,5,11,7,2.0,0.0,3,5,3.0,1.0,5.0,565.0,280.0,845.0,3,0,845,1.0,1,0,2,3,0,0.0,1.0,1.0,360.0,0,0,6,2007,129500
912,50,3,55.0,7264,4,5,12,3,7,7,1925,2007,5,2,2,2.0,0.0,4,6,3.0,1.0,1.0,0.0,952.0,952.0,4,596,1548,0.0,2,1,3,5,0,0.0,1.0,1.0,672.0,74,0,10,2009,205000
913,20,3,0.0,32668,3,3,13,1,6,3,1957,1975,3,2,5,0.0,0.0,4,4,3.0,1.0,3.0,1219.0,816.0,2035.0,3,0,2515,1.0,3,0,4,3,2,3.0,5.0,2.0,484.0,0,0,3,2007,200624
914,20,3,91.0,11825,4,5,6,1,8,5,2006,2007,5,12,12,1.0,302.0,4,4,5.0,2.0,1.0,0.0,1694.0,1694.0,5,0,1694,0.0,2,0,3,4,1,4.0,5.0,2.0,856.0,0,112,6,2007,322400
915,20,3,85.0,10200,4,5,2,1,8,5,2007,2007,5,3,3,4.0,180.0,4,4,4.0,3.0,6.0,1478.0,100.0,1578.0,5,0,1602,1.0,2,0,3,4,1,4.0,5.0,2.0,810.0,0,48,1,2009,293200
916,120,3,63.0,8849,3,5,6,1,9,5,2005,2005,3,9,9,4.0,616.0,5,4,5.0,1.0,6.0,28.0,1656.0,1684.0,5,0,1684,0.0,2,0,2,5,1,5.0,5.0,2.0,564.0,495,72,7,2008,266000
917,60,3,70.0,11184,4,5,8,2,6,5,1978,1978,3,11,11,4.0,92.0,3,5,3.0,1.0,2.0,226.0,192.0,918.0,4,765,1683,0.0,2,1,3,3,1,3.0,5.0,2.0,440.0,243,0,7,2009,172500
918,50,1,98.0,8820,4,4,3,3,5,6,1890,1996,3,3,3,2.0,0.0,3,6,3.0,1.0,2.0,1088.0,0.0,1088.0,3,561,1869,0.0,1,0,2,3,0,0.0,1.0,1.0,456.0,48,0,9,2009,124900
919,30,3,0.0,6615,4,5,12,1,6,6,1923,1950,5,9,9,2.0,0.0,3,6,3.0,1.0,1.0,0.0,1022.0,1022.0,3,0,1432,0.0,1,0,3,4,1,4.0,3.0,1.0,216.0,266,61,9,2009,149000
920,20,3,65.0,8773,4,2,2,1,7,5,2004,2004,5,3,3,4.0,98.0,4,4,4.0,3.0,6.0,24.0,1390.0,1414.0,5,0,1414,0.0,2,0,3,4,0,0.0,5.0,2.0,494.0,132,105,5,2010,185500
921,20,3,0.0,11088,4,4,2,1,8,5,2002,2002,3,4,4,2.0,0.0,4,4,4.0,1.0,6.0,872.0,476.0,1348.0,5,0,1358,1.0,1,1,1,4,1,3.0,5.0,1.0,418.0,68,166,6,2006,220000
922,20,3,76.0,9158,4,5,5,1,8,5,2007,2007,5,12,12,1.0,140.0,4,4,4.0,3.0,1.0,0.0,1496.0,1496.0,5,0,1496,0.0,2,0,3,4,0,0.0,5.0,3.0,474.0,168,130,6,2007,225000
923,20,3,57.0,8280,3,5,1,1,6,5,1950,1950,5,14,14,2.0,0.0,3,5,3.0,1.0,1.0,0.0,932.0,932.0,5,0,932,0.0,1,0,2,4,1,4.0,5.0,1.0,306.0,0,0,11,2007,124000
924,90,3,60.0,8544,4,4,1,1,3,4,1950,1950,5,14,14,2.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1040,0.0,2,0,2,3,0,0.0,1.0,1.0,400.0,0,0,6,2009,92900
925,30,1,50.0,8635,4,5,12,1,5,5,1925,1950,3,2,2,2.0,0.0,3,6,3.0,1.0,2.0,134.0,938.0,1072.0,3,0,1072,1.0,1,0,2,3,0,0.0,1.0,1.0,1184.0,0,0,8,2009,126500
926,20,3,0.0,12735,3,2,1,1,4,5,1972,1972,3,9,9,2.0,0.0,3,5,3.0,1.0,4.0,600.0,264.0,864.0,3,0,864,0.0,1,0,3,3,0,0.0,1.0,1.0,576.0,216,0,4,2008,111250
927,60,3,0.0,11000,4,2,15,2,8,5,2000,2000,5,3,3,4.0,72.0,4,4,4.0,1.0,1.0,0.0,969.0,969.0,5,1288,2285,0.0,2,1,4,4,1,3.0,3.0,3.0,648.0,0,56,6,2007,248000
928,20,3,69.0,7590,4,5,1,1,5,5,1963,1963,5,2,2,2.0,0.0,3,5,3.0,1.0,1.0,0.0,1117.0,1117.0,5,0,1117,0.0,1,0,3,3,0,0.0,5.0,1.0,264.0,0,0,5,2008,136870
929,120,1,37.0,4435,4,5,2,1,6,5,2003,2003,5,3,3,4.0,170.0,4,4,4.0,3.0,6.0,717.0,131.0,848.0,5,0,848,1.0,1,0,1,4,0,0.0,5.0,3.0,420.0,140,0,4,2006,133000
930,20,3,72.0,10152,4,5,1,1,5,5,1956,1956,3,9,9,4.0,120.0,3,5,3.0,1.0,4.0,586.0,462.0,1048.0,3,0,1048,1.0,1,0,3,3,0,0.0,5.0,1.0,286.0,0,20,6,2007,135000
931,20,3,68.0,10295,4,2,1,1,4,6,1969,1969,5,11,11,4.0,72.0,3,5,4.0,2.0,3.0,252.0,684.0,936.0,3,0,936,0.0,1,0,2,3,0,0.0,5.0,1.0,288.0,16,0,9,2008,111900
932,20,3,70.0,7763,4,5,1,1,5,7,1962,1980,5,9,9,2.0,0.0,3,5,3.0,1.0,3.0,504.0,319.0,931.0,3,0,1283,1.0,1,0,3,3,0,0.0,1.0,1.0,506.0,0,0,10,2008,140000
933,50,3,80.0,17120,4,5,19,3,4,4,1959,1959,5,1,7,2.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,3,468,1588,0.0,2,0,4,3,1,4.0,1.0,3.0,680.0,0,59,7,2008,134432
934,20,3,81.0,13870,3,5,17,1,10,5,2006,2007,3,12,12,4.0,250.0,5,4,5.0,4.0,6.0,1152.0,590.0,1742.0,5,0,2042,1.0,2,0,3,5,1,4.0,5.0,3.0,724.0,240,52,10,2007,455000
935,60,3,92.0,10120,4,5,15,2,8,5,1994,1994,3,3,3,4.0,391.0,4,4,4.0,1.0,6.0,740.0,425.0,1165.0,5,1323,2526,1.0,2,1,4,4,1,3.0,5.0,2.0,844.0,309,78,12,2006,290000
936,60,3,47.0,10820,2,3,2,2,7,5,1999,1999,5,3,3,2.0,0.0,4,4,4.0,4.0,6.0,342.0,646.0,988.0,5,885,1873,0.0,2,1,3,4,1,3.0,5.0,2.0,597.0,202,123,3,2007,235500
937,50,1,60.0,9600,4,5,3,3,6,8,1900,2004,5,2,2,2.0,0.0,3,6,3.0,1.0,3.0,381.0,399.0,780.0,5,476,1416,0.0,1,0,3,4,0,0.0,1.0,1.0,400.0,0,24,6,2006,156500
938,60,3,0.0,8121,3,5,7,2,6,5,2000,2000,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,953.0,953.0,5,711,1664,0.0,2,1,3,3,1,3.0,5.0,2.0,460.0,100,40,1,2006,172400
939,20,6,95.0,11639,4,4,5,1,7,5,2007,2008,5,12,12,0.0,0.0,4,4,4.0,1.0,1.0,0.0,1428.0,1428.0,5,0,1428,0.0,2,0,3,4,0,0.0,5.0,3.0,480.0,0,120,12,2008,182000
940,20,3,121.0,13758,3,5,6,1,9,5,2005,2006,5,3,3,4.0,430.0,5,4,5.0,4.0,6.0,1232.0,560.0,1792.0,5,0,1792,1.0,2,0,2,4,1,4.0,5.0,2.0,925.0,204,49,3,2006,372397
941,60,3,0.0,9771,1,4,10,2,6,5,1995,2002,5,11,11,4.0,190.0,4,4,4.0,1.0,2.0,779.0,298.0,1077.0,5,1721,2814,0.0,2,1,4,4,1,3.0,3.0,3.0,614.0,48,32,6,2008,260000
942,30,1,50.0,9000,4,5,14,1,5,4,1919,1950,5,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,610.0,610.0,5,0,819,0.0,1,0,2,4,0,0.0,0.0,0.0,0.0,0,0,9,2006,72000
943,190,1,60.0,10320,4,5,14,2,3,3,1915,1950,5,16,16,2.0,0.0,2,4,3.0,1.0,1.0,0.0,536.0,536.0,5,536,1344,0.0,2,0,3,3,0,0.0,0.0,0.0,0.0,42,0,5,2008,82375
944,80,3,0.0,10448,3,4,9,4,6,6,1972,1972,5,11,11,4.0,333.0,3,5,3.0,1.0,1.0,0.0,689.0,689.0,3,741,2119,0.0,2,1,3,3,1,3.0,5.0,2.0,583.0,0,104,8,2009,158000
945,50,1,50.0,8635,4,5,12,3,5,5,1948,2001,5,2,2,2.0,0.0,3,5,3.0,1.0,4.0,336.0,295.0,672.0,3,213,1285,1.0,1,0,2,3,0,0.0,1.0,1.0,240.0,0,0,1,2008,127000
946,20,3,83.0,11980,4,5,10,1,7,5,1987,1987,5,7,7,4.0,177.0,4,5,4.0,4.0,6.0,1433.0,0.0,1433.0,5,0,1433,1.0,1,1,1,4,2,3.0,5.0,2.0,528.0,0,278,6,2010,270000
947,50,3,79.0,12327,3,5,10,3,8,8,1983,2009,5,2,2,2.0,0.0,4,5,4.0,4.0,6.0,1441.0,55.0,1496.0,5,636,2132,1.0,1,1,1,4,1,4.0,3.0,3.0,612.0,349,40,9,2009,316600
948,80,3,124.0,11512,3,4,4,4,6,7,1959,2006,5,7,7,4.0,84.0,3,5,3.0,3.0,5.0,719.0,300.0,1019.0,4,0,1357,1.0,1,0,2,5,1,4.0,4.0,2.0,312.0,0,0,5,2008,177000
949,20,3,90.0,14684,3,3,10,1,7,7,1990,1991,3,11,11,4.0,234.0,4,5,4.0,2.0,5.0,485.0,1496.0,2158.0,4,0,2196,0.0,2,0,3,4,1,3.0,5.0,2.0,701.0,84,70,6,2009,271900
950,160,1,0.0,2665,4,5,20,2,5,6,1976,1976,5,12,12,2.0,0.0,3,4,4.0,2.0,1.0,0.0,264.0,264.0,3,688,1304,0.0,1,1,3,3,1,4.0,3.0,3.0,336.0,141,24,6,2008,115000
951,70,1,50.0,5250,4,5,3,2,8,5,1872,1987,5,9,9,2.0,0.0,3,6,3.0,1.0,2.0,259.0,425.0,684.0,2,1215,2358,0.0,2,0,4,3,0,0.0,0.0,0.0,0.0,0,54,12,2008,122000
952,20,3,70.0,18044,3,3,13,1,8,5,1986,1986,5,1,7,2.0,0.0,4,5,4.0,1.0,1.0,0.0,279.0,279.0,4,0,2726,0.0,2,1,2,4,1,4.0,5.0,3.0,691.0,216,64,8,2007,315000
953,60,3,79.0,9245,3,5,2,2,7,5,2006,2006,5,3,3,2.0,0.0,4,4,4.0,3.0,1.0,0.0,939.0,939.0,5,858,1797,0.0,2,1,3,4,0,0.0,5.0,2.0,639.0,144,53,4,2007,213500
954,20,3,60.0,7200,4,5,1,1,5,7,1950,1950,3,2,2,2.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1040,0.0,1,0,2,3,0,0.0,1.0,1.0,625.0,0,0,6,2006,109500
955,20,1,50.0,6000,4,5,3,1,5,5,1948,1950,5,3,3,2.0,0.0,3,5,3.0,1.0,5.0,104.0,516.0,789.0,5,0,789,0.0,1,0,2,3,0,0.0,1.0,1.0,250.0,0,0,4,2008,115000
956,120,6,34.0,3628,4,5,5,1,7,5,2004,2004,5,9,9,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1143.0,1143.0,5,0,1143,0.0,1,1,1,4,1,4.0,5.0,2.0,588.0,0,191,5,2006,176400
957,20,3,0.0,9156,3,5,9,1,6,7,1968,1968,3,14,14,2.0,0.0,3,5,3.0,1.0,1.0,0.0,1489.0,1489.0,4,0,1489,0.0,2,0,3,4,1,4.0,5.0,2.0,462.0,0,0,8,2009,185750
958,60,3,73.0,9066,3,5,2,2,8,5,1999,2000,5,3,3,4.0,320.0,4,4,4.0,2.0,6.0,668.0,336.0,1004.0,5,848,1852,0.0,2,1,3,4,2,3.0,5.0,3.0,660.0,224,106,12,2008,230000
959,20,3,64.0,6410,4,5,4,1,4,5,1958,1958,3,1,1,2.0,0.0,3,5,3.0,1.0,1.0,0.0,960.0,960.0,5,0,960,0.0,1,0,3,3,0,0.0,0.0,0.0,0.0,0,0,5,2010,90000
961,85,3,54.0,7244,4,5,11,5,5,7,1970,1970,5,3,3,2.0,0.0,3,5,4.0,3.0,5.0,619.0,149.0,768.0,5,0,768,1.0,1,0,2,3,0,0.0,1.0,1.0,624.0,104,0,4,2007,129500
962,20,3,72.0,10152,4,5,1,1,6,6,1956,1994,5,2,2,2.0,0.0,3,5,3.0,3.0,4.0,914.0,210.0,1124.0,5,0,1124,1.0,1,0,3,3,1,3.0,5.0,3.0,353.0,0,211,5,2006,153000
963,160,6,30.0,3000,4,5,5,2,6,5,2009,2009,5,3,3,1.0,76.0,4,4,4.0,3.0,6.0,294.0,318.0,612.0,5,612,1224,0.0,2,1,2,4,0,0.0,1.0,2.0,528.0,0,234,6,2009,173733
964,20,3,63.0,7500,4,5,10,1,6,5,2006,2007,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,1100.0,1100.0,5,0,1100,0.0,1,1,3,3,0,0.0,0.0,0.0,0.0,0,136,6,2007,146000
965,50,3,120.0,17360,4,4,1,3,6,6,1949,1950,5,9,9,1.0,340.0,3,5,3.0,1.0,3.0,300.0,482.0,782.0,3,537,1556,0.0,2,0,3,3,1,4.0,5.0,1.0,470.0,0,0,1,2010,172500
966,80,3,0.0,15957,3,4,11,4,6,6,1977,1977,5,11,7,2.0,0.0,3,4,4.0,4.0,6.0,1148.0,96.0,1244.0,3,0,1356,2.0,2,0,3,3,1,3.0,5.0,3.0,528.0,1424,0,9,2007,188000
967,20,3,80.0,9600,4,2,23,1,6,8,1976,1976,5,9,9,2.0,0.0,3,5,4.0,4.0,5.0,978.0,284.0,1262.0,5,0,1262,0.0,2,0,3,3,1,3.0,5.0,2.0,460.0,298,0,5,2007,181500
968,60,3,43.0,10667,2,3,2,2,7,6,1996,1996,5,3,3,2.0,0.0,4,4,4.0,3.0,6.0,385.0,70.0,799.0,5,834,1661,1.0,2,1,3,4,1,3.0,5.0,2.0,550.0,158,61,4,2009,212000
969,60,3,81.0,10530,4,5,9,2,7,5,1978,1978,5,7,7,4.0,68.0,3,5,3.0,1.0,1.0,0.0,945.0,945.0,3,912,1857,0.0,2,1,4,3,1,3.0,5.0,2.0,482.0,400,105,7,2006,188900
970,20,3,50.0,5000,4,5,12,1,3,3,1946,1950,5,1,1,2.0,0.0,2,5,2.0,1.0,2.0,299.0,367.0,666.0,2,0,666,0.0,1,0,2,4,0,0.0,0.0,0.0,0.0,0,52,4,2007,64500
971,60,3,0.0,17082,3,3,19,2,6,5,1978,1992,5,3,3,4.0,288.0,3,4,4.0,3.0,5.0,964.0,153.0,1117.0,5,864,1981,1.0,2,1,4,4,1,3.0,5.0,3.0,522.0,336,104,5,2010,230000
972,50,3,74.0,16287,4,5,4,3,5,6,1925,1950,5,3,3,2.0,0.0,3,5,3.0,1.0,5.0,130.0,666.0,901.0,3,450,1351,1.0,1,0,3,3,1,4.0,1.0,1.0,576.0,0,0,7,2007,122000
973,20,3,65.0,11050,4,5,1,1,5,5,1956,1956,3,2,2,2.0,0.0,3,5,3.0,1.0,2.0,488.0,517.0,1005.0,5,0,1005,0.0,1,0,2,3,1,3.0,5.0,1.0,319.0,0,0,7,2006,133500
974,50,1,60.0,10440,4,4,3,3,6,7,1920,1950,5,14,2,2.0,0.0,4,6,4.0,1.0,2.0,493.0,1017.0,1510.0,5,1208,2792,0.0,2,0,5,3,2,3.0,1.0,1.0,520.0,0,547,6,2008,256000
975,160,1,41.0,2665,4,5,20,2,5,7,1976,1976,5,12,12,2.0,0.0,3,4,4.0,1.0,5.0,318.0,232.0,550.0,3,550,1475,0.0,2,0,4,3,1,3.0,5.0,1.0,336.0,92,26,5,2008,129500
976,20,3,80.0,10389,4,5,2,1,8,5,2003,2003,3,12,12,4.0,320.0,4,4,4.0,1.0,6.0,1682.0,296.0,1978.0,5,0,1978,1.0,2,1,3,4,1,4.0,5.0,2.0,850.0,188,25,5,2010,318000
977,20,3,70.0,9658,3,5,6,1,8,5,2006,2006,5,3,3,1.0,383.0,4,4,4.0,1.0,1.0,0.0,1598.0,1598.0,4,0,1606,0.0,2,0,3,4,1,4.0,5.0,2.0,871.0,230,60,7,2009,255900
978,20,3,63.0,7500,4,5,10,1,6,5,2004,2004,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,1158.0,1158.0,5,0,1158,0.0,1,1,3,4,0,0.0,0.0,0.0,0.0,0,50,8,2009,143500
979,20,3,79.0,14122,3,5,6,1,8,5,2005,2006,3,12,12,4.0,240.0,4,4,5.0,1.0,6.0,28.0,1794.0,1822.0,5,0,1822,0.0,2,0,3,5,1,4.0,5.0,2.0,678.0,0,119,2,2010,259000
980,20,3,0.0,21000,4,4,13,1,6,5,1953,1953,3,2,2,4.0,184.0,3,5,4.0,2.0,5.0,35.0,905.0,1809.0,3,0,2259,1.0,2,0,3,4,2,4.0,4.0,1.0,450.0,166,120,10,2007,217000
981,50,3,70.0,8737,3,5,12,3,6,7,1923,1950,5,14,2,2.0,0.0,3,6,4.0,1.0,3.0,300.0,765.0,1065.0,5,720,1635,0.0,1,1,3,3,1,4.0,1.0,1.0,440.0,0,38,5,2007,210000
982,20,3,0.0,8750,3,5,1,1,5,6,1970,1970,5,9,9,4.0,76.0,3,5,3.0,1.0,4.0,828.0,174.0,1002.0,3,0,1002,1.0,1,0,3,3,0,0.0,1.0,1.0,902.0,0,0,8,2009,148500
983,60,3,73.0,8499,3,5,7,2,6,5,2006,2007,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,616.0,616.0,5,796,1412,0.0,2,1,3,4,1,4.0,3.0,3.0,432.0,0,36,3,2007,156932
984,90,3,72.0,11072,3,5,1,1,5,5,1965,1965,5,11,11,2.0,0.0,3,5,3.0,1.0,1.0,0.0,1728.0,1728.0,3,0,1728,0.0,2,0,6,3,0,0.0,1.0,1.0,576.0,0,0,11,2008,145000
985,20,3,64.0,6762,4,5,2,1,7,5,2007,2007,5,3,3,2.0,0.0,4,4,4.0,3.0,6.0,902.0,380.0,1282.0,5,0,1290,1.0,2,0,2,4,1,4.0,5.0,2.0,662.0,168,0,5,2009,200000
986,20,3,105.0,15431,4,5,6,1,10,5,2005,2006,3,3,3,4.0,400.0,5,4,5.0,4.0,6.0,1430.0,564.0,1994.0,5,0,2046,1.0,2,1,2,5,2,4.0,5.0,3.0,878.0,188,65,8,2007,450000
987,160,6,34.0,3230,4,5,5,2,6,5,1999,1999,5,9,9,4.0,894.0,3,4,4.0,1.0,6.0,381.0,348.0,729.0,4,729,1471,0.0,2,1,3,3,0,0.0,1.0,1.0,440.0,0,24,3,2009,172500
988,60,3,90.0,10800,4,5,9,2,6,7,1974,1997,5,11,11,2.0,0.0,3,5,3.0,1.0,5.0,956.0,384.0,1522.0,3,1066,2614,0.0,2,1,4,3,1,3.0,5.0,2.0,624.0,38,243,6,2008,240000
989,60,6,102.0,11143,3,4,5,2,8,5,2004,2005,5,12,12,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1580.0,1580.0,5,886,2466,0.0,3,0,4,4,1,4.0,5.0,2.0,610.0,159,214,12,2007,340000
990,20,3,73.0,8925,3,5,16,1,8,5,2007,2007,5,3,3,2.0,0.0,4,4,4.0,3.0,6.0,16.0,1450.0,1466.0,5,0,1466,0.0,2,0,3,4,0,0.0,5.0,3.0,610.0,100,18,7,2009,201000
991,20,3,120.0,10356,4,4,2,1,5,6,1975,1975,5,11,11,2.0,0.0,3,5,3.0,3.0,4.0,716.0,253.0,969.0,3,0,969,0.0,1,1,3,3,0,0.0,5.0,1.0,440.0,0,0,1,2007,122000
992,20,3,93.0,12299,4,5,9,1,7,6,1978,1985,5,7,7,1.0,67.0,3,5,4.0,1.0,6.0,1328.0,201.0,1529.0,3,0,1664,1.0,2,0,3,4,1,3.0,5.0,3.0,663.0,0,0,9,2007,213000
993,20,3,90.0,9900,4,5,1,1,6,5,1967,1967,5,15,15,2.0,0.0,4,5,3.0,1.0,3.0,1173.0,507.0,1680.0,3,0,1691,1.0,1,0,2,3,0,0.0,5.0,1.0,550.0,0,67,4,2009,175000
994,20,3,64.0,6762,4,5,2,1,7,5,2007,2007,5,3,3,4.0,108.0,4,4,4.0,1.0,6.0,664.0,544.0,1208.0,5,0,1208,1.0,2,0,2,4,0,0.0,5.0,2.0,628.0,105,54,9,2007,195400
995,20,3,75.0,11625,4,5,8,1,5,6,1967,1967,3,11,11,4.0,172.0,3,5,3.0,1.0,4.0,527.0,525.0,1052.0,3,0,1052,0.0,1,1,3,3,1,1.0,5.0,3.0,668.0,0,215,4,2009,113500
996,50,3,65.0,6435,4,5,12,3,6,5,1939,1950,5,9,9,2.0,0.0,3,6,3.0,1.0,1.0,0.0,972.0,972.0,4,605,1577,0.0,1,0,3,2,1,4.0,1.0,1.0,312.0,0,0,10,2006,140200
997,20,3,65.0,8450,4,5,8,1,5,6,1968,1968,5,7,7,4.0,90.0,3,5,3.0,1.0,4.0,162.0,450.0,882.0,3,0,909,0.0,1,0,3,3,0,0.0,5.0,1.0,294.0,0,155,11,2006,116000
998,20,3,88.0,11577,4,5,16,1,9,5,2005,2006,3,3,3,4.0,382.0,5,4,4.0,4.0,6.0,1455.0,383.0,1838.0,5,0,1838,1.0,2,0,3,5,1,4.0,5.0,3.0,682.0,161,225,9,2006,359900
999,60,3,50.0,8340,3,5,2,2,6,6,1977,1977,5,11,7,4.0,62.0,3,5,4.0,3.0,6.0,509.0,166.0,675.0,3,702,1388,0.0,1,1,3,3,0,0.0,5.0,1.0,317.0,406,36,12,2006,157500
1000,20,3,0.0,10708,3,5,19,1,5,5,1955,1993,3,2,2,2.0,0.0,4,5,3.0,1.0,2.0,379.0,470.0,1617.0,5,0,1867,1.0,1,0,2,3,3,4.0,5.0,3.0,303.0,476,0,11,2009,190000
1001,30,1,60.0,6911,4,2,12,1,5,5,1924,1950,5,2,2,2.0,0.0,3,4,3.0,2.0,2.0,405.0,740.0,1145.0,3,0,1301,0.0,1,0,2,2,0,0.0,1.0,1.0,440.0,0,0,10,2009,100000
1002,20,3,80.0,8800,4,5,1,1,6,6,1964,1964,3,11,11,4.0,425.0,3,5,3.0,1.0,4.0,553.0,698.0,1251.0,3,0,1251,1.0,1,0,3,3,2,4.0,5.0,2.0,461.0,0,116,3,2006,160000
1003,20,3,65.0,10739,3,5,2,1,7,5,2002,2001,5,3,3,4.0,68.0,4,4,4.0,1.0,6.0,1259.0,172.0,1431.0,5,0,1444,1.0,2,0,3,4,0,0.0,5.0,2.0,577.0,144,40,4,2009,203000
1004,60,3,0.0,9572,3,5,15,2,8,5,1990,1990,5,2,2,4.0,336.0,4,4,5.0,1.0,6.0,482.0,971.0,1453.0,5,1357,2810,0.0,2,1,4,4,1,5.0,5.0,2.0,750.0,500,0,6,2007,302000
1005,120,3,50.0,8012,4,5,10,1,6,5,1980,1980,5,7,7,2.0,0.0,3,5,4.0,1.0,4.0,543.0,261.0,923.0,3,0,923,0.0,2,0,2,3,1,3.0,5.0,2.0,264.0,80,0,5,2010,143000
1006,60,3,66.0,16226,1,5,2,2,8,5,1998,1999,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,281.0,747.0,1028.0,5,1242,2452,0.0,2,1,4,4,1,3.0,3.0,3.0,683.0,208,50,5,2007,267000
1007,90,3,0.0,10899,3,5,1,1,4,5,1964,1964,5,11,11,2.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1224,0.0,2,0,2,3,0,0.0,2.0,1.0,530.0,0,0,4,2007,103000
